Line,,1985,1985,1985,1985,1986,1986,1986,1986,1987,1987,1987,1987,1988,1988,1988,1988,1989,1989,1989,1989,1990,1990,1990,1990,1991,1991,1991,1991,1992,1992,1992,1992,1993,1993,1993,1993,1994,1994,1994,1994,1995,1995,1995,1995,1996,1996,1996,1996,1997,1997,1997,1997,1998,1998,1998,1998,1999,1999,1999,1999,2000,2000,2000,2000,2001,2001,2001,2001,2002,2002,2002,2002,2003,2003,2003,2003,2004,2004,2004,2004,2005,2005,2005,2005,2006,2006,2006,2006,2007,2007,2007,2007,2008,2008,2008,2008,2009,2009,2009,2009,2010,2010,2010,2010,2011,2011,2011,2011,2012,2012,2012,2012,2013,2013,2013,2013,2014,2014,2014,2014,2015,2015,2015,2015,2016,2016,2016,2016,2017,2017,2017,2017,2018,2018,2018,2018,2019,2019,2019,2019,2020,2020,2020,2020,2021,2021,2021,2021,2022,2022,2022,2022,2023,2023,2023,2023,2024,2024,2024,2024,2025,2025
Line,,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2
20,"        Goods",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1922.6,1930.9,1937.9,1918.6,1917.1,1901.0,1865.5,1774.2,1576.7,1496.3,1570.8,1660.2,1711.2,1805.4,1873.5,1883.2,1901.3,1900.6,1919.9,1952.6,1963.1,1969.7,1982.1,1963.0,1972.6,2005.0,2022.2,2036.3,2061.4,2119.1,2124.4,2178.4,2226.4,2243.3,2254.6,2249.9,2249.7,2251.3,2262.9,2309.6,2338.1,2356.3,2348.7,2436.5,2461.4,2466.7,2510.4,2527.7,2514.1,2526.3,2516.9,2462.0,2393.0,2030.6,2416.4,2591.0,2635.0,2673.5,2671.5,2816.0,2897.6,2926.6,2859.3,2838.6,2829.5,2798.7,2826.9,2846.3,2897.7,2960.9,3024.4,3000.9,3332.2,2991.8
21,"        Services",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,440.6,445.3,452.2,448.9,460.9,453.9,463.1,476.0,464.0,463.7,468.7,476.6,477.9,480.7,491.7,490.1,481.6,492.7,500.4,497.6,499.1,501.8,502.4,498.2,484.2,486.7,486.9,492.9,500.6,499.5,499.1,514.3,505.3,509.9,517.6,530.5,527.2,529.0,537.8,531.3,546.9,556.2,574.8,568.9,556.3,555.0,553.7,568.5,580.2,585.0,580.8,577.1,538.1,407.1,426.5,463.5,476.9,504.8,556.1,573.6,589.2,620.4,634.5,627.7,627.7,638.7,636.6,661.5,669.5,679.1,703.8,723.2,712.5,710.4
22,Government consumption expenditures and gross investment,2120.3,2167.3,2216.7,2225.9,2243.5,2290.2,2340.1,2330.4,2344.1,2362.3,2364.8,2400.2,2380.2,2387.3,2387.6,2433.9,2423.2,2460.4,2482.6,2495.0,2534.9,2538.9,2543.0,2560.0,2575.2,2585.7,2578.5,2559.6,2582.3,2577.3,2593.7,2593.4,2561.2,2561.5,2565.1,2574.2,2542.3,2554.9,2598.0,2575.4,2584.4,2593.1,2586.3,2559.2,2576.1,2608.2,2608.2,2626.2,2612.6,2646.4,2658.7,2672.0,2662.4,2709.1,2729.5,2745.6,2765.0,2775.0,2808.4,2852.1,2831.9,2859.8,2847.8,2865.2,2910.0,2960.5,2957.6,3006.6,3059.3,3082.8,3098.6,3121.4,3124.1,3152.7,3159.9,3178.9,3193.3,3201.8,3207.8,3205.8,3221.7,3219.8,3230.4,3232.9,3273.9,3272.7,3267.7,3294.6,3299.1,3329.1,3344.2,3371.0,3378.7,3407.8,3435.1,3458.8,3498.1,3549.0,3558.5,3565.2,3549.8,3560.6,3535.4,3512.9,3469.8,3446.1,3396.9,3394.6,3380.2,3362.3,3357.2,3324.1,3293.1,3288.9,3272.8,3247.6,3233.6,3238.0,3259.9,3257.5,3277.2,3309.3,3326.8,3341.1,3371.6,3369.0,3383.7,3389.6,3380.2,3389.8,3394.0,3424.5,3431.7,3456.3,3483.6,3488.4,3536.6,3584.6,3625.5,3654.8,3694.3,3773.8,3709.6,3713.1,3765.7,3721.6,3693.9,3693.4,3665.5,3652.4,3667.8,3705.1,3742.9,3773.5,3821.2,3865.1,3887.1,3919.2,3971.3,4003.8,3993.9,3993.0
23,"    Federal",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1185.5,1205.0,1215.5,1235.8,1254.6,1281.4,1298.0,1314.9,1332.3,1363.9,1376.4,1396.9,1412.5,1431.0,1424.5,1422.3,1402.2,1396.8,1366.4,1371.5,1371.4,1360.5,1363.3,1336.2,1306.0,1295.9,1277.8,1256.0,1254.9,1247.7,1262.1,1243.1,1248.0,1251.9,1250.8,1260.2,1261.1,1254.8,1261.4,1262.5,1257.2,1263.9,1263.1,1280.0,1293.0,1302.3,1319.1,1325.3,1339.8,1353.4,1370.3,1377.8,1392.4,1493.9,1448.4,1449.9,1509.2,1475.6,1447.6,1459.7,1428.9,1415.4,1410.6,1441.6,1456.3,1456.1,1480.3,1492.8,1495.8,1511.5,1542.9,1559.5,1537.2,1516.6
24,"        National defense",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,752.6,769.6,774.5,788.4,801.3,815.8,834.3,846.8,849.4,871.3,878.0,887.9,892.9,899.2,897.4,899.7,883.2,886.9,874.8,867.3,861.7,851.1,853.3,826.7,806.7,802.3,786.5,774.0,764.4,759.7,769.7,747.8,745.6,747.5,740.3,746.0,743.2,735.8,743.3,742.2,739.1,749.8,746.8,757.5,760.2,767.2,779.3,791.8,810.3,808.5,820.7,825.7,830.9,833.2,834.0,860.8,844.3,836.3,827.5,821.2,799.0,801.8,793.3,809.3,818.4,823.2,838.1,842.3,836.7,850.9,878.2,888.0,872.3,874.2
25,"        Nondefense",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,431.8,434.1,439.8,446.2,452.0,464.4,462.1,466.4,481.5,491.2,497.0,507.7,518.5,530.7,525.9,521.3,517.8,508.5,490.1,503.0,508.8,508.5,509.1,508.9,498.7,493.0,490.8,481.5,490.2,487.7,492.0,495.1,502.3,504.3,510.4,514.2,517.9,519.0,518.1,520.3,518.1,514.1,516.3,522.5,532.8,535.2,539.8,533.6,529.7,544.9,549.6,552.1,561.5,660.5,614.4,589.0,665.0,639.3,620.1,638.5,630.0,613.5,617.4,632.4,638.0,632.9,642.2,650.4,659.3,660.7,664.6,671.2,664.7,642.0
26,"    State and local",---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2120.6,2130.6,2134.9,2140.6,2128.8,2130.3,2140.8,2147.4,2169.1,2187.9,2184.6,2169.8,2137.8,2129.5,2110.6,2090.2,2067.3,2048.8,2030.4,2022.8,2008.2,2001.4,1993.4,1987.8,1987.2,1993.1,1995.1,1991.6,1978.8,1990.3,1997.9,2014.4,2029.1,2057.3,2075.9,2080.8,2110.5,2114.2,2122.3,2127.2,2123.1,2125.9,2130.9,2144.5,2138.7,2154.0,2164.7,2163.2,2197.0,2231.3,2255.4,2277.0,2301.8,2281.6,2262.3,2264.4,2259.5,2248.3,2247.6,2236.0,2237.3,2237.0,2256.3,2263.9,2287.0,2317.1,2340.9,2372.0,2390.7,2407.3,2428.5,2444.7,2456.3,2475.3
27,Residual,-76.9,-92.0,-105.5,-96.2,-93.5,-120.0,-145.4,-137.7,-126.3,-129.3,-127.2,-103.3,-108.0,-87.8,-88.5,-93.0,-69.9,-71.1,-75.8,-83.3,-85.7,-82.3,-87.5,-101.1,-111.1,-108.9,-102.9,-88.2,-95.0,-80.0,-78.8,-73.6,-65.7,-66.3,-72.8,-60.2,-45.0,-31.6,-44.1,-27.6,-27.2,-35.4,-25.1,-11.5,-15.0,-5.0,4.0,10.3,12.5,29.3,29.7,28.2,38.4,23.2,26.7,36.7,38.3,34.8,38.3,41.4,36.2,51.3,44.5,42.0,23.3,21.5,13.0,-8.3,-7.5,-7.1,-10.0,-16.3,-13.1,-15.2,-5.8,0.2,-2.7,1.2,3.2,6.9,14.6,10.3,12.6,16.0,17.8,15.2,10.7,9.7,-84.1,-88.9,-83.8,-73.5,-82.9,-75.9,-78.2,-129.9,-111.8,-90.8,-71.5,-69.2,-62.0,-71.2,-57.2,-45.6,-43.5,-37.2,-48.6,-28.0,-26.9,-27.4,-20.6,-28.2,-14.0,-15.1,-7.6,1.2,-7.7,-2.9,-0.5,-16.8,-7.8,-4.3,-8.1,-6.8,-7.2,-1.8,-0.1,2.2,-1.3,-0.4,1.3,0.4,0.3,-3.4,2.5,-2.5,-6.2,-8.3,-4.2,-2.8,-1.3,-8.7,-31.3,-13.9,-28.9,-35.0,-12.7,20.1,8.7,5.6,-17.5,-29.0,-43.2,-39.4,-33.1,-35.2,-24.7,-20.8,-26.4,-36.6,-6.2,-80.4

Legend/Footnotes
"Note. Chained (2017) dollar series are calculated as the product of the chain-type quantity index and the 2017 current-dollar value of the corresponding series, divided by 100. Because the formula for the chain-type quantity indexes uses weights of more than one period, the corresponding chained-dollar estimates are usually not additive. The residual line is the difference between the first line and the sum of the most detailed lines."
